
Title,Date
"Boneca Russa: Temporada 1: Nada no mundo é fácil","10/02/2019"
"Titãs: Temporada 1: Dick Grayson","18/01/2019"
"Titãs: Temporada 1: Koriand'r","11/01/2019"
"Titãs: Temporada 1: Hank e Dawn","11/01/2019"
"Titãs: Temporada 1: Donna Troy","11/01/2019"
"Titãs: Temporada 1: O hospício","11/01/2019"
"Titãs: Temporada 1: Jason Todd","11/01/2019"
"Titãs: Temporada 1: Juntos","11/01/2019"
"Titãs: Temporada 1: Patrulha de condenados","11/01/2019"
"Titãs: Temporada 1: Origens","11/01/2019"
"Titãs: Temporada 1: Rapina e Columba","11/01/2019"
"Titãs: Temporada 1: Titãs","11/01/2019"
"Mogli - Entre Dois Mundos","25/12/2018"
"Bird Box","25/12/2018"
"Riverdale: Temporada 2: Capítulo trinta e cinco: Admirável mundo novo","24/12/2018"
"Riverdale: Temporada 2: Capítulo trinta e quatro: Noite decisiva","24/12/2018"
"Riverdale: Temporada 2: Capítulo trinta e três: Sombra de dúvida","24/12/2018"
"Riverdale: Temporada 2: Capítulo trinta e dois: Prisioneiros","24/12/2018"
"Riverdale: Temporada 1: Capítulo um: Na margem do rio","24/12/2018"
"Sword Art Online: Sword Art Online II: Memórias banhadas em sangue","20/12/2018"
"Sword Art Online: Sword Art Online II: Franco-atirador de gelo","20/12/2018"
"Sword Art Online: Sword Art Online II: Mundo de armas","20/12/2018"
"Sword Art Online: A semente do mundo","20/12/2018"
"Sword Art Online: Herói banhado a ouro","20/12/2018"
"Sword Art Online: Laços","19/12/2018"
"Sword Art Online: O grande objetivo","19/12/2018"
"Sword Art Online: A verdade sobre Alfheim","19/12/2018"
"Sword Art Online: General do fogo ardente","19/12/2018"
"Sword Art Online: O túnel Lugru","18/12/2018"
"Sword Art Online: Rumo à árvore mundial","18/12/2018"
"Sword Art Online: Rainha refém","17/12/2018"
"Sword Art Online: Terra das fadas","17/12/2018"
"Sword Art Online: Retorno","17/12/2018"
"Sword Art Online: O fim do mundo","17/12/2018"
"Sword Art Online: Nas profundezas do inferno","17/12/2018"
"Sword Art Online: O coração da Yui","17/12/2018"
"Sword Art Online: A garota no orvalho da manhã","17/12/2018"
"Sword Art Online: Intenção de matar escarlate","17/12/2018"
"Sword Art Online: O demônio de olhos azuis","17/12/2018"
"Sword Art Online: A dança das espadas branca e preta","17/12/2018"
"Sword Art Online: A temperatura do coração","17/12/2018"
"Minecraft: Story Mode: Temporada 1: A Ordem da Pedra","12/12/2018"
"Sword Art Online: Vingador imaginário","09/12/2018"
"Sword Art Online: Crime dentro das muralhas","09/12/2018"
"Sword Art Online: O espadachim negro","09/12/2018"
"Sword Art Online: A rena do nariz vermelho","09/12/2018"
"Sword Art Online: Beater","08/12/2018"
"Sword Art Online: O mundo das espadas","08/12/2018"
"Bleach","30/11/2018"
"Bleach: The Assault: Episódio 92","23/11/2018"
"Bleach: The Substitute: Episódio 3","19/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Desde que você esteja aqui","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: A volta do herói","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: A volta dos pecados","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Um certo calor","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Tenha esperança","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Meliodas contra os dez mandamentos","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Por quem aquela luz brilha?","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Figuras lendárias","18/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O labirinto da morte","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Uma confissão tenebrosa","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O mestre do Sol","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Adeus, amado ladrão","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Onde o amor é encontrado","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Pai e filho","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O que nos faltava","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Promessa a uma pessoa amada","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: A terra sagrada dos druidas","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Para onde as lembranças levam","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O grande mestre expia seus pecados","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Violência devastadora","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Os dez mandamentos à solta","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O tesouro sagrado Lostvayne","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: Existência e prova","17/11/2018"
"The Seven Deadly Sins: Ressurreição dos Dez Mandamentos: O renascer do clã dos demônios","16/11/2018"
"The Seven Deadly Sins: Sinais da Guerra Santa: A forma do amor","16/11/2018"
"The Seven Deadly Sins: Sinais da Guerra Santa: Em busca do primeiro amor","16/11/2018"
"The Seven Deadly Sins: Sinais da Guerra Santa: Nosso festival de luta","16/11/2018"
"The Seven Deadly Sins: Sinais da Guerra Santa: O início de um sonho sombrio","16/11/2018"
"The Seven Deadly Sins: Heróis","16/11/2018"
"The Seven Deadly Sins: O advento do desespero","16/11/2018"
"The Seven Deadly Sins: O que posso fazer por você","16/11/2018"
"The Seven Deadly Sins: O perigo que se aproxima","16/11/2018"
"The Seven Deadly Sins: O feitiço da coragem","16/11/2018"
"The Seven Deadly Sins: O Rei das Fadas","16/11/2018"
"The Seven Deadly Sins: Mesmo que me custe a vida","16/11/2018"
"The Seven Deadly Sins: A primeira vítima","16/11/2018"
"The Seven Deadly Sins: Lendas contadas","16/11/2018"
"The Seven Deadly Sins: Cavaleiro profano","16/11/2018"
"The Seven Deadly Sins: O leitor de livros","16/11/2018"
"The Seven Deadly Sins: Discípulo da destruição","15/11/2018"
"The Seven Deadly Sins: O terrível Canon","15/11/2018"
"The Seven Deadly Sins: Sentimentos antigos","15/11/2018"
"The Seven Deadly Sins: O festival de luta de Byzel","15/11/2018"
"The Seven Deadly Sins: Pulsação das trevas","15/11/2018"
"The Seven Deadly Sins: A temível cavaleira sagrada","15/11/2018"
"The Seven Deadly Sins: Uma reunião emocionante","15/11/2018"
"The Seven Deadly Sins: O poema do início","14/11/2018"
"The Seven Deadly Sins: Mesmo que você morra","14/11/2018"
"The Good Place: Temporada 3: O pior uso possível do livre-arbítrio","09/11/2018"
"Bleach: The Substitute: Episódio 2","05/11/2018"
"Bleach: The Substitute: Episódio 1","05/11/2018"
"The Good Place: Temporada 3: Uma Herança Fraturada","05/11/2018"
"Death Note: Iluminando um Novo Mundo","05/11/2018"
"Fate/EXTRA Last Encore: Heliocentrismo esquecido: Lutar ou morrer","05/11/2018"
"Grimm: Temporada 1: O último Grimm em pé","04/11/2018"
"Kick-Ass 2","04/11/2018"
"Grimm: Temporada 1: Tarantella","04/11/2018"
"Grimm: Temporada 1: Órgãos","04/11/2018"
"Grimm: Temporada 1: Ratos e homens","04/11/2018"
"Grimm: Temporada 1: Caça aos ogros","04/11/2018"
"Grimm: Temporada 1: Jogue suas tranças","04/11/2018"
"Grimm: Temporada 1: Os três lobos maus","04/11/2018"
"Os Jovens Titãs em Ação: Temporada 2: Amo monstros / Mãos de bebê","03/11/2018"
"Grimm: Temporada 1: Dança macabra","03/11/2018"
"Grimm: Temporada 1: Corações solitários","03/11/2018"
"Grimm: Temporada 1: Cuidado com as abelhas","03/11/2018"
"Grimm: Temporada 1: Ursos são ursos","03/11/2018"
"Grimm: Temporada 1: Piloto","03/11/2018"
"Ultimate Homem-Aranha: Temporada 1: O voo da aranha de ferro","03/11/2018"
"Ultimate Homem-Aranha: Temporada 1: Venom","03/11/2018"
"Ultimate Homem-Aranha: Temporada 1: Condenado","03/11/2018"
"Ultimate Homem-Aranha: Temporada 1: Grande responsabilidade","03/11/2018"
"Ultimate Homem-Aranha: Temporada 1: Grande poder","03/11/2018"
"The Flash: Temporada 1: O homem mais rápido do mundo","03/11/2018"
"The Flash: Temporada 1: Piloto","03/11/2018"
"Batman Ninja","03/11/2018"
"Os Jovens Titãs em Ação: Temporada 3: Jardim secreto / O zumbi cruel que ri","03/11/2018"
"Os Jovens Titãs em Ação: Temporada 3: Venda de garagem / O dia de sorte do Mutano: má sorte","03/11/2018"
"Os Jovens Titãs em Ação: Temporada 3: A quarta parede / 40%, 40%, 20%","02/11/2018"
"Os Jovens Titãs em Ação: Temporada 3: Aceite a próxima proposta que ouvir / Ei, você, não se esqueça de mim nas suas lembranças","02/11/2018"
"Project Mc²: Parte 1: A garota nova","02/11/2018"
"Os Jovens Titãs em Ação: Temporada 3: O poder das pernas / Ropo-binpin","27/10/2018"
"Os Jovens Titãs em Ação: Temporada 1: Caindo de boca nas almôndegas / Reunião de equipe","27/10/2018"
"Os Jovens Titãs em Ação: Temporada 2: A máscara / Festa do pijama","27/10/2018"
"Melhor. Pior. Finde. De todos.: Temporada 1: Edição 1","27/10/2018"
"The Good Place: Temporada 3: A balada de Doug Mula","27/10/2018"
"The Good Place: Temporada 3: Jeremy Bearimy","27/10/2018"
"The Good Place: Temporada 3: O limpa-neve","27/10/2018"
"Diário de Horrores: Temporada 1: Amigo virtual","26/10/2018"
"A Maldição da Residência Hill: The Haunting of Hill House: Caixão aberto","21/10/2018"
"A Maldição da Residência Hill: The Haunting of Hill House: Steven vê um fantasma","21/10/2018"
"American Vandal: Temporada 1: Obscenidade no estacionamento","14/10/2018"
"Marvel - Fugitivos: Temporada 1: Tsunami","13/10/2018"
"Forest of Piano: Temporada 1: O escolhido","12/10/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 18","10/10/2018"
"Sierra Burgess é uma Loser","06/10/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 17","06/10/2018"
"Marvel - Fugitivos: Temporada 1: Refração","05/10/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 16","05/10/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 15","05/10/2018"
"Marvel - Fugitivos: Temporada 1: A metamorfose","05/10/2018"
"Marvel - Fugitivos: Temporada 1: Reino","05/10/2018"
"Marvel - Fugitivos: Temporada 1: Quinze","03/10/2018"
"Marvel - Fugitivos: Temporada 1: Destiny","03/10/2018"
"Marvel - Fugitivos: Temporada 1: Passado","03/10/2018"
"Marvel - Fugitivos: Temporada 1: Reencontro","03/10/2018"
"Bunks","29/09/2018"
"Jackass 3.5: Sem Censura","29/09/2018"
"Kick-Ass: Quebrando Tudo","29/09/2018"
"Felicidade por um Fio","29/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Ninguém vai botar fogo aqui","28/09/2018"
"Marvel - Punho de Ferro: Temporada 2: A fúria do Punho de Ferro","28/09/2018"
"One-Punch Man: Temporada 1: O herói mais forte","27/09/2018"
"One-Punch Man: Temporada 1: Conquistador do universo","27/09/2018"
"One-Punch Man: Temporada 1: Perigo incomparável","27/09/2018"
"One-Punch Man: Temporada 1: Ciclista da Justiça","27/09/2018"
"One-Punch Man: Temporada 1: Rei do Mar Profundo","27/09/2018"
"One-Punch Man: Temporada 1: O aprendiz supremo","27/09/2018"
"One-Punch Man: Temporada 1: A cidade fantasma","27/09/2018"
"One-Punch Man: Temporada 1: O mentor supremo","27/09/2018"
"One-Punch Man: Temporada 1: O ninja moderno","27/09/2018"
"One-Punch Man: Temporada 1: O cientista obstinado","27/09/2018"
"One-Punch Man: Temporada 1: O ciborgue solitário","27/09/2018"
"One-Punch Man: Temporada 1: O homem mais poderoso","27/09/2018"
"SWORDGAI The Animation: Parte 1: Episódio 1","27/09/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 14","26/09/2018"
"12 Horas Para Sobreviver: O Ano da Eleição","24/09/2018"
"As Casas Mais Extraordinárias do Mundo: Temporada 1: Subterrâneo","24/09/2018"
"The Seven Deadly Sins: Os Sete Pecados Capitais","21/09/2018"
"Naruto Shippuden: Temporada 2: A nove caudas se liberta","20/09/2018"
"Naruto Shippuden: Temporada 2: A ponte Tenchi","20/09/2018"
"Naruto Shippuden: Temporada 2: Simulação","20/09/2018"
"Violet Evergarden: Temporada 1: Episódio 1","20/09/2018"
"Naruto Shippuden: Temporada 5: Um lugar para retornar","20/09/2018"
"Naruto Shippuden: Temporada 5: A promessa quebrada","20/09/2018"
"Naruto Shippuden: Temporada 5: Consciência culpada","20/09/2018"
"Naruto Shippuden: Temporada 5: O contra-ataque da marca da maldição","20/09/2018"
"Naruto Shippuden: Temporada 5: O caminho das camélias","20/09/2018"
"Naruto Shippuden: Temporada 5: Estranhos companheiros","20/09/2018"
"Naruto Shippuden: Temporada 5: A camélia vermelha","20/09/2018"
"Naruto Shippuden: Temporada 5: A batalha pela barreira","20/09/2018"
"Naruto Shippuden: Temporada 5: Quebrando o estilo cristal","20/09/2018"
"Naruto Shippuden: Temporada 5: A barreira de selamento de quatro pontas","20/09/2018"
"Naruto Shippuden: Temporada 5: Reagrupando!","20/09/2018"
"Naruto Shippuden: Temporada 5: O sentimento de cada um","20/09/2018"
"Naruto Shippuden: Temporada 5: Dentro do nevoeiro","20/09/2018"
"Naruto Shippuden: Temporada 5: A besta de cauda barulhenta","20/09/2018"
"Naruto Shippuden: Temporada 5: O alvo é revelado","19/09/2018"
"Naruto Shippuden: Temporada 5: O labirinto dos reflexos distorcidos","19/09/2018"
"Naruto Shippuden: Temporada 5: O inimigo invisível","19/09/2018"
"Naruto Shippuden: Temporada 5: Os dois amuletos","19/09/2018"
"Naruto Shippuden: Temporada 5: Uma noite chuvosa","19/09/2018"
"Naruto Shippuden: Temporada 5: Conectando corações","19/09/2018"
"Naruto Shippuden: Temporada 5: Encontro","19/09/2018"
"Naruto Shippuden: Temporada 5: O esconderijo de Orochimaru é descoberto","19/09/2018"
"Naruto Shippuden: Temporada 5: A determinação de um Shinobi","19/09/2018"
"Naruto Shippuden: Temporada 5: O preço do poder","19/09/2018"
"Toc Toc","19/09/2018"
"Pokémon - A Série: Liga Índigo: Temporada 1: Pokémon, Eu Escolho Você!","19/09/2018"
"LAST HOPE: Parte 1: A evolução dos Destruidores","19/09/2018"
"Naruto Shippuden: Temporada 4: Estilo vento: Rasen Shuriken!","19/09/2018"
"Naruto Shippuden: Temporada 4: Quando se amaldiçoa alguém, cava-se o próprio túmulo","19/09/2018"
"Naruto Shippuden: Temporada 4: O gênio Shikamaru","19/09/2018"
"Naruto Shippuden: Temporada 4: O terrível segredo","19/09/2018"
"Naruto Shippuden: Temporada 4: As habilidades de Kakuzu","19/09/2018"
"Naruto Shippuden: Temporada 4: Alvo na mira!","19/09/2018"
"Naruto Shippuden: Temporada 4: Equipe 10","19/09/2018"
"Naruto Shippuden: Temporada 4: Notícias tristes","19/09/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 13","19/09/2018"
"Naruto Shippuden: Temporada 2: Sem título","18/09/2018"
"Naruto Shippuden: Temporada 2: O falso sorriso","18/09/2018"
"Naruto Shippuden: Temporada 2: Uma adição indesejada","18/09/2018"
"Naruto Shippuden: Temporada 2: Formação! A nova equipe Kakashi","18/09/2018"
"Naruto Shippuden: Temporada 1: A volta do Kazekage","18/09/2018"
"Naruto Shippuden: Temporada 1: O legado","18/09/2018"
"Naruto Shippuden: Temporada 1: A estética de um momento","18/09/2018"
"Naruto Shippuden: Temporada 1: Kakashi iluminado!","18/09/2018"
"Naruto Shippuden: Temporada 1: As feras ressuscitadas!","18/09/2018"
"Naruto Shippuden: Temporada 1: Um sonho impossível","18/09/2018"
"Naruto Shippuden: Temporada 1: Luta entre marionetes: dez contra cem!","18/09/2018"
"Naruto Shippuden: Temporada 1: Três minutos entre a vida e a morte","18/09/2018"
"Naruto Shippuden: Temporada 4: Últimas palavras","18/09/2018"
"Naruto Shippuden: Temporada 4: Um grito interrompido","18/09/2018"
"Naruto Shippuden: Temporada 4: O julgamento","18/09/2018"
"Marvel - Punho de Ferro: Temporada 1: A neve abre caminho","18/09/2018"
"Naruto Shippuden: Temporada 4: Escalada de prata","17/09/2018"
"Naruto Shippuden: Temporada 4: O próximo passo","17/09/2018"
"Naruto Shippuden: Temporada 4: A oração do velho monge","17/09/2018"
"Naruto Shippuden: Temporada 4: Sob o céu estrelado","17/09/2018"
"Naruto Shippuden: Temporada 4: A invasão da Akatsuki","17/09/2018"
"Naruto Shippuden: Temporada 4: Uma ameaça se aproxima","17/09/2018"
"Naruto Shippuden: Temporada 3: Meu amigo","17/09/2018"
"Naruto Shippuden: Temporada 3: Ressonância","17/09/2018"
"Naruto Shippuden: Temporada 3: Desespero","16/09/2018"
"Naruto Shippuden: Temporada 3: Momento de despertar","16/09/2018"
"Naruto Shippuden: Temporada 3: Uma luta até a morte","16/09/2018"
"Naruto Shippuden: Temporada 3: Almas ressuscitadas","16/09/2018"
"Naruto Shippuden: Temporada 3: Presa na escuridão","16/09/2018"
"Naruto Shippuden: Temporada 3: O sinal de fogo preto","16/09/2018"
"Naruto Shippuden: Temporada 3: Os dois reis","16/09/2018"
"Naruto Shippuden: Temporada 3: Companheiro de equipe","16/09/2018"
"Naruto Shippuden: Temporada 3: Contato","16/09/2018"
"Naruto Shippuden: Temporada 3: Impermanência","16/09/2018"
"Naruto Shippuden: Temporada 3: Um novo inimigo","16/09/2018"
"Naruto Shippuden: Temporada 3: Solidão","16/09/2018"
"Naruto Shippuden: Temporada 3: O despertar do sono eterno","16/09/2018"
"Naruto Shippuden: Temporada 3: Contorção","16/09/2018"
"Naruto Shippuden: Temporada 3: Vento","16/09/2018"
"Naruto Shippuden: Temporada 3: Pesadelo","16/09/2018"
"Naruto Shippuden: Temporada 2: Título","16/09/2018"
"Naruto Shippuden: Temporada 2: O poder de Uchiha","16/09/2018"
"Naruto Shippuden: Temporada 2: Reencontro","16/09/2018"
"Naruto Shippuden: Temporada 2: A história do álbum ilustrado","16/09/2018"
"Naruto Shippuden: Temporada 2: Algo importante…","16/09/2018"
"Naruto Shippuden: Temporada 2: Laços","16/09/2018"
"Naruto Shippuden: Temporada 2: Infiltração: o covil da cobra!","15/09/2018"
"Naruto Shippuden: Temporada 2: A página inacabada","15/09/2018"
"Naruto Shippuden: Temporada 2: Traição e suas consequências","15/09/2018"
"Naruto Shippuden: Temporada 2: O segredo da batalha","15/09/2018"
"Naruto Shippuden: Temporada 2: As lágrimas de Sakura","15/09/2018"
"Naruto Shippuden: Temporada 2: Orochimaru versus Jinchuriki","15/09/2018"
"Naruto Shippuden: Temporada 2: A missão super secreta se inicia","15/09/2018"
"The Irregular at Magic High School: A matrícula - Parte 1","11/09/2018"
"DEATH NOTE: Death Note: New World","11/09/2018"
"DEATH NOTE: Death Note: 1.28","11/09/2018"
"DEATH NOTE: Death Note: Malice","11/09/2018"
"DEATH NOTE: Death Note: Vigilance","11/09/2018"
"DEATH NOTE: Death Note: Scorn","10/09/2018"
"Puella Magi Madoka Magica: Temporada 1: Ah, como seria maravilhoso","10/09/2018"
"Oh My Ghost: Temporada 1: Episódio 1","10/09/2018"
"Os Inocentes: Temporada 1: Deborah","08/09/2018"
"Os Inocentes: Temporada 1: Chiclete e água sanitária","08/09/2018"
"Atypical: Temporada 2: As regras de sobrevivência de Ernest Shackleton","08/09/2018"
"Atypical: Temporada 2: Ritualicioso","08/09/2018"
"Atypical: Temporada 2: Viver em ângulo","08/09/2018"
"Atypical: Temporada 2: O mistério do banco","08/09/2018"
"Atypical: Temporada 2: No covil do dragão","08/09/2018"
"Atypical: Temporada 2: O ovo está quebrando","08/09/2018"
"Atypical: Temporada 2: É mais fácil do que parece","08/09/2018"
"Atypical: Temporada 2: O garotinho e o leão","08/09/2018"
"Brooklyn Nine-Nine: Temporada 1: Bem acompanhado","07/09/2018"
"Atypical: Temporada 2: O pinguim assassinado","07/09/2018"
"Atypical: Temporada 2: Banho de suco","07/09/2018"
"Big Fish & Begonia","31/08/2018"
"Clube dos cinco","31/08/2018"
"O Fabuloso Destino de Amélie Poulain","31/08/2018"
"Shiki Oriori: O Sabor da Juventude","30/08/2018"
"The End of the F***ing World: Temporada 1: Episódio 2","28/08/2018"
"The End of the F***ing World: Temporada 1: Episódio 1","28/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 12","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 11","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 10","27/08/2018"
"Puella Magi Madoka Magica: Temporada 1: Acho que a conheci num sonho","27/08/2018"
"Os miseráveis","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 9","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 8","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 7","27/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 6","27/08/2018"
"(Des)encanto: Parte 1: Os limites da imortalidade","26/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 5","26/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 4","26/08/2018"
"Glitch: Temporada 1: Os que foram e voltaram","26/08/2018"
"Crazyhead: Temporada 1: Cavalo Psicodélico","25/08/2018"
"Atypical: Temporada 1: A característica silenciadora da neve","25/08/2018"
"Atypical: Temporada 1: O pobre Almôndega morreu","25/08/2018"
"Os Inocentes: Temporada 1: Calma, não é nada","25/08/2018"
"Os Inocentes: Temporada 1: Como tudo começou","24/08/2018"
"Dramaworld: Temporada 1: Episódio 1","24/08/2018"
"Atypical: Temporada 1: Hora de agasalhar o croquete","24/08/2018"
"Atypical: Temporada 1: Esse moletom é meu","24/08/2018"
"Atypical: Temporada 1: Um cheiro agradável e neutro","24/08/2018"
"Atypical: Temporada 1: A Julia que disse","24/08/2018"
"Atypical: Temporada 1: Uma fêmea humana","24/08/2018"
"Atypical: Temporada 1: Antártida","24/08/2018"
"(Des)encanto: Parte 1: Problemas do coração","24/08/2018"
"(Des)encanto: Parte 1: Pântano e circunstância","24/08/2018"
"Para Todos os Garotos que Já Amei","24/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 3","23/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 2","23/08/2018"
"Ursos sem Curso: Temporada 1: Vídeo viral","23/08/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Educação dos filhos","23/08/2018"
"(Des)encanto: Parte 1: Vai, princesa! Mata! Mata!","23/08/2018"
"(Des)encanto: Parte 1: Festa no castelo (com massacre)","23/08/2018"
"(Des)encanto: Parte 1: A princesa da escuridão","23/08/2018"
"(Des)encanto: Parte 1: Por quem o porco grunhe","23/08/2018"
"(Des)encanto: Parte 1: Uma princesa, um elfo e um diabo entram num bar","23/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 2: Episódio 1","23/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 24","22/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 23","22/08/2018"
"Your Name","22/08/2018"
"Insatiable: Temporada 1: WMBS","22/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 22","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 21","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 20","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 19","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 18","21/08/2018"
"Perdidos no Espaço: Temporada 1: Impacto","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 17","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 16","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 15","21/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 14","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 13","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 12","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 11","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 10","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 9","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 8","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 7","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 6","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 5","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 4","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 3","20/08/2018"
"Saiki Kusuo no Psi-nan: Temporada 1: Episódio 2","20/08/2018"
"Stranger Things: Stranger Things 2: Capítulo nove: O portal","20/08/2018"
"Stranger Things: Stranger Things 2: Capítulo oito: O Devorador de Mentes","19/08/2018"
"Stranger Things: Stranger Things 2: Capítulo seis: O espião","18/08/2018"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","17/08/2018"
"Stranger Things: Stranger Things 2: Capítulo quatro: Will, o sábio","17/08/2018"
"Stranger Things: Stranger Things 2: Capítulo três: O girino","17/08/2018"
"Stranger Things: Stranger Things 2: Capítulo dois: Gostosura ou travessura, aberração","17/08/2018"
"Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1","16/08/2018"
"Stranger Things: Stranger Things 2: Capítulo um: Mad Max","16/08/2018"
"Stranger Things: Capítulo oito: De ponta-cabeça","16/08/2018"
"Stranger Things: Capítulo sete: A banheira","16/08/2018"
"Stranger Things: Capítulo seis: O monstro","16/08/2018"
"Stranger Things: Capítulo cinco: A pulga e o acrobata","15/08/2018"
"Stranger Things: Capítulo quatro: O corpo","15/08/2018"
"Stranger Things: Capítulo três: Caramba","15/08/2018"
"Stranger Things: Capítulo dois: A estranha da Maple Street","15/08/2018"
"Stranger Things: Capítulo um: O desaparecimento de Will Byers","15/08/2018"
"Insatiable: Temporada 1: Miss Vaqueira Sem Sela","13/08/2018"
"Insatiable: Temporada 1: A magreza é mágica","12/08/2018"
"Insatiable: Temporada 1: Piloto","12/08/2018"
"Feliz!: Temporada 1: Eu sou o futuro","07/08/2018"
"Feliz!: Temporada 1:  Destruidor De Mundos","07/08/2018"
"Feliz!: Temporada 1: Ferro-Velho Das Coisas Infantis","07/08/2018"
"Feliz!: Temporada 1: Molho branco? Molho de pimenta?","06/08/2018"
"Feliz!: Temporada 1: Ano do Cavalo","06/08/2018"
"Feliz!: Temporada 1: Quando era Natal no Natal","06/08/2018"
"Feliz!: Temporada 1: Pra Que Serve Um Sorriso","06/08/2018"
"Feliz!: Temporada 1: São Nick","06/08/2018"
"The Ranch: Parte 1: Antigamente era melhor","29/07/2018"
"Léo Lins – Piadas Secretas","29/07/2018"
"Danilo Gentili: Politicamente incorreto","28/07/2018"
"The Ranch: Parte 1: Na minha terra","20/07/2018"
"Champions: Temporada 1: Piloto","19/07/2018"
"Brooklyn Nine-Nine: Temporada 1: Piloto","18/07/2018"
"Good Girls: Temporada 1: Remix","18/07/2018"
